订单号,日期,用户ID,渠道,类目,SKU,数量,单价,实付金额,是否退款
SO202501113,2025-09-27,11049,直播,女装,女装-032,1,309,268.48,否
SO202504476,2025-09-27,11584,搜索,家居,家居-006,3,109,291.85,否
SO202504158,2025-09-27,11438,社群,家居,家居-005,2,59,112.03,否
SO202502016,2025-09-28,11910,直播,女装,女装-014,3,259,776.89,否
SO202502192,2025-09-28,11035,推荐,男装,男装-020,2,299,511.72,否
SO202503942,2025-09-28,11622,直播,女装,女装-035,2,289,511.2,否
SO202504485,2025-09-28,11894,搜索,男装,男装-002,1,239,223.84,否
SO202501729,2025-09-28,10213,直播,美妆,美妆-011,1,129,113.33,否
SO202504980,2025-09-28,10363,搜索,男装,男装-014,2,149,256.02,否
SO202500127,2025-09-28,11269,搜索,数码,数码-007,3,1359,3747.86,否
SO202502604,2025-09-28,10577,推荐,女装,女装-026,2,209,377.82,否
SO202503513,2025-09-28,10026,直播,女装,女装-032,2,309,614.21,否
SO202503860,2025-09-28,11229,直播,男装,男装-004,3,299,840.5,是
SO202500349,2025-09-28,11260,直播,男装,男装-007,2,129,237.6,否
SO202502752,2025-09-28,10067,直播,男装,男装-019,3,189,490.81,否
SO202501788,2025-09-28,10197,直播,女装,女装-014,2,259,512.0,否
SO202503624,2025-09-28,10371,搜索,美妆,美妆-017,2,359,654.27,否
SO202504868,2025-09-28,11917,直播,数码,数码-001,3,2439,6454.86,否
SO202502622,2025-09-28,11532,直播,女装,女装-032,2,309,553.51,否
SO202503718,2025-09-28,10330,直播,女装,女装-023,2,169,331.15,否
SO202500200,2025-09-28,10371,直播,美妆,美妆-002,2,369,705.73,否
SO202504543,2025-09-29,11986,社群,女装,女装-032,1,309,267.22,否
SO202500930,2025-09-29,10019,直播,女装,女装-011,1,159,157.97,是
SO202504203,2025-09-29,11392,推荐,数码,数码-007,2,1359,2552.13,否
SO202500529,2025-09-29,11587,搜索,家居,家居-015,1,179,169.14,否
SO202501055,2025-09-29,11751,直播,男装,男装-001,2,329,603.73,否
SO202504296,2025-09-29,11356,推荐,数码,数码-002,3,859,2454.54,否
SO202500482,2025-09-29,11290,推荐,女装,女装-023,1,169,157.95,否
SO202502418,2025-09-29,10893,直播,女装,女装-021,1,269,257.82,否
SO202500697,2025-09-29,11650,推荐,家居,家居-006,1,109,93.09,否
SO202500695,2025-09-29,11359,直播,家居,家居-006,2,109,197.24,否
SO202504565,2025-09-29,10809,推荐,女装,女装-035,1,289,283.19,否
SO202501503,2025-09-29,11527,搜索,家居,家居-001,1,39,37.06,否
SO202504730,2025-09-30,11682,社群,女装,女装-001,2,169,333.47,否
SO202503313,2025-09-30,10527,搜索,美妆,美妆-001,2,129,234.01,否
SO202502474,2025-09-30,10627,搜索,美妆,美妆-007,2,159,317.75,否
SO202501825,2025-09-30,10333,推荐,男装,男装-008,2,299,545.68,否
SO202501144,2025-09-30,11795,直播,女装,女装-014,2,259,463.76,否
SO202501199,2025-09-30,10866,直播,女装,女装-025,1,159,158.01,否
SO202503141,2025-09-30,11581,直播,美妆,美妆-017,2,359,715.48,否
SO202502530,2025-09-30,10614,直播,家居,家居-004,3,59,167.72,否
SO202500222,2025-09-30,11976,推荐,数码,数码-002,2,859,1677.76,否
SO202503256,2025-09-30,10825,推荐,美妆,美妆-015,1,199,182.28,否
SO202501654,2025-09-30,11658,搜索,女装,女装-003,1,189,173.01,否
SO202501889,2025-09-30,10447,搜索,数码,数码-008,1,1259,1118.22,否
SO202501000,2025-09-30,10267,推荐,美妆,美妆-007,2,159,315.7,否
SO202502413,2025-09-30,10321,直播,美妆,美妆-011,3,129,362.73,否
SO202504056,2025-10-01,10007,社群,美妆,美妆-010,2,389,687.39,否
SO202500722,2025-10-01,11232,搜索,女装,女装-005,1,269,249.31,否
SO202503537,2025-10-01,11055,搜索,女装,女装-021,2,269,505.41,否
SO202503019,2025-10-01,10080,搜索,美妆,美妆-003,1,119,113.93,否
SO202500911,2025-10-01,10949,直播,家居,家居-005,2,59,110.68,否
SO202504810,2025-10-01,10007,社群,女装,女装-035,2,289,565.21,否
SO202500213,2025-10-01,11241,推荐,数码,数码-010,3,2029,5276.36,否
SO202501263,2025-10-01,11567,推荐,男装,男装-005,2,269,459.53,否
SO202501972,2025-10-01,10140,社群,男装,男装-006,1,199,195.82,否
SO202504759,2025-10-01,11105,社群,美妆,美妆-003,2,119,228.29,否
SO202504237,2025-10-01,11522,直播,家居,家居-007,3,199,582.77,否
SO202501223,2025-10-01,11349,直播,女装,女装-001,1,169,153.55,否
SO202502406,2025-10-02,10845,社群,数码,数码-010,1,2029,1952.59,否
SO202504550,2025-10-02,10661,直播,美妆,美妆-020,2,479,844.45,否
SO202502555,2025-10-02,10390,搜索,美妆,美妆-007,2,159,286.06,否
SO202503512,2025-10-02,11674,搜索,美妆,美妆-003,2,119,226.83,否
SO202503723,2025-10-02,10870,推荐,女装,女装-023,2,169,336.87,否
SO202504176,2025-10-02,10626,直播,女装,女装-033,3,289,782.04,否
SO202504918,2025-10-02,10181,直播,男装,男装-018,1,159,156.76,否
SO202501575,2025-10-02,10176,推荐,女装,女装-032,2,309,533.76,否
SO202501197,2025-10-03,10293,直播,美妆,美妆-010,3,389,1074.78,否
SO202501705,2025-10-03,10838,搜索,家居,家居-007,1,199,173.59,否
SO202501539,2025-10-03,11882,推荐,家居,家居-014,2,59,115.19,否
SO202501007,2025-10-03,11070,直播,美妆,美妆-018,2,489,916.69,否
SO202504657,2025-10-03,11932,搜索,女装,女装-005,2,269,517.66,否
SO202501855,2025-10-03,11510,社群,女装,女装-032,3,309,833.3,否
SO202502013,2025-10-03,11099,直播,男装,男装-015,2,149,297.16,否
SO202502817,2025-10-03,10402,直播,女装,女装-034,3,259,730.62,否
SO202502008,2025-10-03,10831,直播,女装,女装-005,2,269,460.53,否
SO202503865,2025-10-04,10406,社群,美妆,美妆-007,1,159,139.82,否
SO202504866,2025-10-04,11505,搜索,家居,家居-007,1,199,187.5,否
SO202502899,2025-10-04,10618,推荐,女装,女装-011,2,159,316.23,否
SO202504836,2025-10-04,10723,搜索,女装,女装-022,2,269,471.72,否
SO202503040,2025-10-04,11023,推荐,美妆,美妆-002,2,369,686.63,否
SO202504545,2025-10-04,10765,直播,男装,男装-004,1,299,284.54,否
SO202501188,2025-10-04,10696,社群,女装,女装-032,2,309,550.5,否
SO202504733,2025-10-04,10209,推荐,美妆,美妆-017,2,359,715.85,否
SO202503200,2025-10-04,11968,直播,女装,女装-005,1,269,245.75,否
SO202501464,2025-10-04,11682,直播,男装,男装-008,2,299,585.02,否
SO202502107,2025-10-04,11635,直播,女装,女装-003,3,189,557.32,否
SO202501574,2025-10-04,10217,搜索,男装,男装-014,3,149,394.56,否
SO202502730,2025-10-04,11750,直播,女装,女装-026,2,209,379.96,否
SO202502931,2025-10-04,11448,社群,家居,家居-011,2,119,206.22,否
SO202501385,2025-10-04,10765,推荐,男装,男装-008,2,299,572.82,否
SO202504720,2025-10-04,11885,直播,女装,女装-003,2,189,369.63,否
SO202504100,2025-10-04,10174,社群,女装,女装-023,1,169,160.51,是
SO202500242,2025-10-04,11860,搜索,男装,男装-008,2,299,509.39,否
SO202502552,2025-10-04,10164,社群,女装,女装-032,1,309,308.41,否
SO202502073,2025-10-04,11773,搜索,女装,女装-001,1,169,159.9,否
SO202501270,2025-10-04,10391,直播,女装,女装-011,1,159,149.51,否
SO202503536,2025-10-04,10828,直播,美妆,美妆-001,1,129,118.32,否
SO202501592,2025-10-04,10321,直播,男装,男装-015,2,149,259.6,否
SO202500361,2025-10-05,11269,推荐,男装,男装-006,1,199,193.94,否
SO202504893,2025-10-05,11873,推荐,美妆,美妆-001,1,129,111.65,否
SO202500784,2025-10-05,10395,搜索,男装,男装-008,3,299,816.38,否
SO202501524,2025-10-05,11540,推荐,女装,女装-014,1,259,232.04,否
SO202503355,2025-10-05,10441,直播,男装,男装-006,1,199,180.71,否
SO202501888,2025-10-05,11842,搜索,美妆,美妆-015,2,199,358.47,否
SO202501779,2025-10-05,10852,推荐,美妆,美妆-001,1,129,110.04,否
SO202501908,2025-10-05,11804,推荐,女装,女装-032,2,309,559.11,否
SO202502627,2025-10-05,11369,搜索,女装,女装-025,2,159,289.07,否
SO202502051,2025-10-05,11986,直播,男装,男装-004,1,299,285.04,否
SO202500759,2025-10-05,10486,直播,美妆,美妆-015,1,199,194.31,否
SO202501488,2025-10-06,11221,推荐,家居,家居-011,2,119,217.42,否
SO202501858,2025-10-06,10571,推荐,美妆,美妆-017,1,359,306.3,否
SO202501087,2025-10-06,10731,搜索,美妆,美妆-003,1,119,113.29,否
SO202501331,2025-10-06,10570,社群,家居,家居-011,1,119,116.15,否
SO202503909,2025-10-06,10731,搜索,家居,家居-011,1,119,112.52,否
SO202502675,2025-10-06,11764,直播,美妆,美妆-011,1,129,111.24,否
SO202501760,2025-10-06,11363,推荐,美妆,美妆-017,1,359,337.84,是
SO202501405,2025-10-06,11666,直播,家居,家居-004,1,59,54.3,否
SO202503551,2025-10-07,11688,直播,男装,男装-006,2,199,368.66,否
SO202504006,2025-10-07,11039,搜索,男装,男装-015,2,149,257.14,否
SO202500366,2025-10-07,11488,搜索,美妆,美妆-001,1,129,110.78,否
SO202504920,2025-10-07,11230,搜索,数码,数码-002,1,859,833.65,否
SO202502885,2025-10-07,11777,搜索,家居,家居-011,2,119,228.55,否
SO202503433,2025-10-07,10067,社群,男装,男装-025,1,169,165.59,否
SO202501691,2025-10-07,11267,搜索,女装,女装-032,2,309,614.21,否
SO202500314,2025-10-07,10309,社群,女装,女装-001,1,169,161.13,否
SO202503992,2025-10-07,11209,搜索,男装,男装-025,1,169,143.81,否
SO202500979,2025-10-07,11667,搜索,男装,男装-013,1,319,304.59,否
SO202500207,2025-10-07,10720,搜索,女装,女装-033,3,289,856.34,否
SO202503347,2025-10-07,11891,推荐,数码,数码-002,2,859,1613.28,是
SO202503407,2025-10-07,11259,直播,男装,男装-006,3,199,585.79,否
SO202501898,2025-10-08,11567,推荐,数码,数码-009,1,1399,1247.04,否
SO202500558,2025-10-08,10080,推荐,美妆,美妆-010,2,389,710.41,否
SO202503858,2025-10-08,10733,直播,美妆,美妆-011,1,129,119.51,否
SO202501880,2025-10-08,10461,搜索,美妆,美妆-003,3,119,342.48,否
SO202504799,2025-10-09,11505,搜索,数码,数码-009,1,1399,1315.9,否
SO202500470,2025-10-09,11223,搜索,女装,女装-022,3,269,785.5,否
SO202500671,2025-10-09,10802,搜索,美妆,美妆-018,2,489,844.55,否
SO202503464,2025-10-09,10475,搜索,女装,女装-021,1,269,228.67,否
SO202500052,2025-10-09,10827,推荐,男装,男装-013,2,319,613.93,否
SO202504614,2025-10-09,10500,搜索,美妆,美妆-003,1,119,113.3,否
SO202502162,2025-10-09,11533,搜索,女装,女装-031,1,189,174.7,否
SO202501612,2025-10-09,10965,社群,女装,女装-022,1,269,230.55,否
SO202502564,2025-10-09,11916,推荐,男装,男装-014,2,149,294.47,否
SO202503849,2025-10-09,11523,社群,美妆,美妆-015,1,199,196.53,否
SO202502106,2025-10-09,11409,推荐,美妆,美妆-015,2,199,361.37,否
SO202503923,2025-10-09,10178,搜索,男装,男装-001,1,329,295.86,否
SO202500303,2025-10-09,10406,社群,美妆,美妆-014,2,239,436.28,否
SO202504986,2025-10-09,10621,直播,男装,男装-006,1,199,195.77,否
SO202502848,2025-10-10,11099,社群,美妆,美妆-010,2,389,724.77,否
SO202501066,2025-10-10,10603,直播,家居,家居-007,1,199,176.46,否
SO202503732,2025-10-10,10276,社群,女装,女装-032,1,309,285.85,否
SO202501934,2025-10-10,10193,推荐,美妆,美妆-011,3,129,375.04,是
SO202501529,2025-10-10,10285,社群,美妆,美妆-018,1,489,466.56,否
SO202501991,2025-10-10,10037,搜索,女装,女装-014,2,259,445.44,否
SO202502688,2025-10-10,11315,社群,女装,女装-012,3,239,682.18,否
SO202503320,2025-10-10,11356,社群,女装,女装-032,1,309,281.24,否
SO202501377,2025-10-10,11658,社群,家居,家居-007,1,199,176.52,否
SO202504602,2025-10-11,11644,直播,家居,家居-005,3,59,158.66,否
SO202501012,2025-10-11,11076,搜索,美妆,美妆-015,1,199,172.38,否
SO202502113,2025-10-11,11927,搜索,家居,家居-007,2,199,362.76,否
SO202500472,2025-10-11,10577,直播,女装,女装-027,1,149,138.08,否
SO202501189,2025-10-11,11994,直播,男装,男装-020,1,299,267.54,否
SO202500763,2025-10-11,11131,搜索,女装,女装-003,2,189,334.45,否
SO202504374,2025-10-11,10309,社群,女装,女装-032,2,309,602.12,否
SO202501260,2025-10-11,11044,直播,数码,数码-007,1,1359,1223.95,否
SO202500840,2025-10-11,10461,直播,美妆,美妆-003,3,119,341.87,否
SO202503799,2025-10-11,11755,搜索,男装,男装-014,2,149,283.29,否
SO202504672,2025-10-11,10100,推荐,男装,男装-005,2,269,520.04,否
SO202502516,2025-10-11,10276,搜索,美妆,美妆-011,2,129,230.39,否
SO202502166,2025-10-11,10264,搜索,女装,女装-032,1,309,307.42,否
SO202503905,2025-10-11,11070,直播,女装,女装-001,1,169,167.35,否
SO202504820,2025-10-11,11756,直播,家居,家居-011,2,119,206.98,否
SO202503221,2025-10-11,11432,搜索,家居,家居-014,1,59,52.8,否
SO202500973,2025-10-12,10265,搜索,家居,家居-014,1,59,57.25,否
SO202502719,2025-10-12,10627,直播,男装,男装-006,3,199,563.65,是
SO202504349,2025-10-12,11786,直播,女装,女装-021,2,269,532.24,否
SO202500004,2025-10-12,11509,社群,家居,家居-007,3,199,527.49,否
SO202501292,2025-10-12,10049,推荐,女装,女装-011,3,159,474.95,否
SO202503159,2025-10-12,10405,推荐,女装,女装-022,2,269,489.69,否
SO202500755,2025-10-12,11979,推荐,女装,女装-015,2,119,212.13,否
SO202500707,2025-10-12,10007,搜索,女装,女装-001,1,169,165.57,否
SO202503756,2025-10-12,11085,社群,男装,男装-025,3,169,473.25,否
SO202504168,2025-10-12,11111,搜索,男装,男装-008,2,299,513.78,否
SO202504273,2025-10-12,11429,搜索,美妆,美妆-007,3,159,427.05,是
SO202503326,2025-10-12,10872,搜索,女装,女装-003,1,189,164.88,否
SO202503918,2025-10-12,10991,搜索,美妆,美妆-016,1,279,243.48,否
SO202502528,2025-10-12,10621,推荐,女装,女装-021,1,269,267.71,否
SO202502383,2025-10-12,11974,社群,女装,女装-022,1,269,254.17,否
SO202501861,2025-10-12,11777,社群,数码,数码-008,2,1259,2454.55,否
SO202503285,2025-10-12,11163,推荐,家居,家居-014,1,59,56.59,否
SO202501629,2025-10-12,10405,推荐,男装,男装-006,3,199,529.58,是
SO202500615,2025-10-12,11096,直播,美妆,美妆-005,2,369,631.66,否
SO202501392,2025-10-13,11099,搜索,男装,男装-014,2,149,296.89,否
SO202500690,2025-10-13,11644,搜索,数码,数码-009,2,1399,2773.33,否
SO202501418,2025-10-13,10621,推荐,女装,女装-027,2,149,273.87,否
SO202501136,2025-10-13,11405,推荐,美妆,美妆-011,1,129,128.54,否
SO202501787,2025-10-13,10567,直播,女装,女装-027,1,149,138.31,否
SO202503683,2025-10-13,10530,搜索,美妆,美妆-014,3,239,702.9,否
SO202501506,2025-10-13,11280,推荐,美妆,美妆-007,2,159,286.9,否
SO202504404,2025-10-13,11052,推荐,女装,女装-034,1,259,227.67,否
SO202500088,2025-10-13,11562,推荐,美妆,美妆-007,3,159,423.45,否
SO202501979,2025-10-13,10760,推荐,女装,女装-021,1,269,237.91,否
SO202501567,2025-10-13,11590,直播,男装,男装-010,3,339,890.78,否
SO202502668,2025-10-14,10731,直播,美妆,美妆-011,1,129,109.84,否
SO202502058,2025-10-14,11822,社群,美妆,美妆-011,3,129,330.29,是
SO202504818,2025-10-14,10120,搜索,男装,男装-007,2,129,231.34,否
SO202500309,2025-10-14,10837,推荐,美妆,美妆-011,1,129,109.85,否
SO202504794,2025-10-14,11348,社群,男装,男装-014,2,149,292.02,否
SO202501291,2025-10-14,10322,搜索,家居,家居-004,2,59,107.52,否
SO202500931,2025-10-14,11323,推荐,美妆,美妆-016,1,279,254.59,否
SO202504380,2025-10-14,11803,搜索,美妆,美妆-010,1,389,353.7,否
SO202503739,2025-10-14,10828,搜索,男装,男装-006,2,199,354.84,否
SO202502731,2025-10-14,10631,直播,美妆,美妆-007,1,159,147.56,否
SO202500613,2025-10-14,11746,直播,女装,女装-021,3,269,804.32,否
SO202501196,2025-10-14,10317,社群,美妆,美妆-014,1,239,233.8,否
SO202503327,2025-10-14,10952,推荐,美妆,美妆-014,3,239,692.2,否
SO202502235,2025-10-14,10859,社群,美妆,美妆-001,1,129,121.74,否
SO202504310,2025-10-14,11594,推荐,美妆,美妆-003,2,119,224.5,是
SO202500659,2025-10-14,11804,社群,女装,女装-005,2,269,510.16,否
SO202502059,2025-10-14,10120,推荐,女装,女装-001,1,169,144.03,是
SO202503566,2025-10-14,10151,搜索,美妆,美妆-001,2,129,257.62,是
SO202501712,2025-10-14,11388,直播,女装,女装-014,2,259,476.89,否
SO202504542,2025-10-14,11811,搜索,美妆,美妆-015,2,199,367.31,否
SO202502799,2025-10-15,11622,直播,美妆,美妆-015,2,199,366.39,否
SO202502484,2025-10-15,10176,直播,女装,女装-032,2,309,543.89,否
SO202504788,2025-10-15,11498,直播,女装,女装-014,3,259,727.9,是
SO202501684,2025-10-15,10675,直播,数码,数码-005,3,2639,6896.93,否
SO202502769,2025-10-15,11225,搜索,女装,女装-025,2,159,297.41,否
SO202502587,2025-10-15,10560,社群,美妆,美妆-015,1,199,198.09,否
SO202503432,2025-10-15,11777,搜索,家居,家居-007,2,199,359.82,是
SO202503305,2025-10-15,10731,推荐,男装,男装-003,2,189,325.35,否
SO202503943,2025-10-15,11448,搜索,女装,女装-003,2,189,343.86,否
SO202504482,2025-10-15,10067,社群,家居,家居-010,1,179,170.65,否
SO202502500,2025-10-15,10293,推荐,女装,女装-028,3,299,795.95,否
SO202501358,2025-10-15,10101,推荐,数码,数码-010,1,2029,1775.3,是
SO202500527,2025-10-15,10680,直播,美妆,美妆-007,1,159,154.93,否
SO202501893,2025-10-15,10542,搜索,美妆,美妆-002,1,369,331.04,否
SO202502420,2025-10-15,11680,直播,家居,家居-004,1,59,52.97,否
SO202500371,2025-10-15,11753,社群,女装,女装-014,2,259,490.75,否
SO202500185,2025-10-16,11986,直播,女装,女装-001,2,169,301.28,否
SO202504328,2025-10-16,11178,社群,男装,男装-008,1,299,280.34,否
SO202502877,2025-10-16,11644,搜索,男装,男装-020,2,299,559.26,是
SO202501193,2025-10-16,10494,搜索,美妆,美妆-016,2,279,506.65,否
SO202502633,2025-10-16,10193,搜索,男装,男装-012,3,139,367.64,否
SO202500171,2025-10-16,10692,搜索,女装,女装-035,3,289,837.49,否
SO202504985,2025-10-16,11363,社群,男装,男装-006,2,199,339.15,否
SO202504765,2025-10-16,10691,社群,女装,女装-021,2,269,521.37,否
SO202504133,2025-10-16,11795,推荐,女装,女装-032,3,309,802.38,否
SO202502915,2025-10-16,10391,推荐,男装,男装-020,2,299,557.1,否
SO202500684,2025-10-16,11635,社群,女装,女装-017,3,149,384.7,否
SO202503574,2025-10-16,10788,搜索,美妆,美妆-007,1,159,141.81,否
SO202500795,2025-10-16,11393,搜索,美妆,美妆-001,1,129,125.29,否
SO202503649,2025-10-17,11550,社群,女装,女装-003,2,189,359.39,否
SO202502065,2025-10-17,10601,直播,美妆,美妆-015,2,199,396.85,否
SO202501250,2025-10-17,11770,社群,男装,男装-025,1,169,151.74,否
SO202500827,2025-10-17,11777,直播,男装,男装-005,2,269,534.86,否
SO202500143,2025-10-17,10346,搜索,美妆,美妆-014,3,239,680.33,否
SO202502085,2025-10-17,11986,直播,女装,女装-011,1,159,144.87,否
SO202503855,2025-10-17,11673,直播,美妆,美妆-007,1,159,157.5,否
SO202500585,2025-10-17,10965,直播,家居,家居-011,2,119,213.7,否
SO202501293,2025-10-17,11192,直播,美妆,美妆-015,2,199,377.32,否
SO202502510,2025-10-17,11051,推荐,女装,女装-014,1,259,234.19,否
SO202503546,2025-10-17,11173,搜索,家居,家居-011,2,119,207.19,否
SO202504949,2025-10-17,11163,直播,美妆,美妆-018,2,489,859.93,否
SO202500237,2025-10-17,11679,直播,女装,女装-005,1,269,251.93,否
SO202503747,2025-10-18,11184,搜索,美妆,美妆-011,1,129,116.43,否
SO202503461,2025-10-18,11597,推荐,女装,女装-014,2,259,458.12,否
SO202503487,2025-10-18,11494,直播,男装,男装-006,2,199,389.96,否
